order_id,payment_type,payment_value
b3031d607a,credit_card,193
5b298cf66c,voucher,54
c101cfbed6,credit_card,72
0b7ed5e5b6,credit_card,161
a2a2c4451f,boleto,23
10d317f53e,credit_card,84
2a20173829,boleto,464
31ff8f3524,credit_card,71
0e6cf8f20e,credit_card,183
22e36c3e04,boleto,260
03f2794ace,voucher,108
b73bfd1f82,credit_card,508
34445bc5a6,credit_card,193
7a88381685,boleto,98
4b6f2d3bd3,credit_card,155
628923e74a,credit_card,263
14142e4c26,voucher,100
95e4477d84,credit_card,66
50459e4bff,voucher,50
6cf5c427fb,boleto,131
3fd344b2cb,credit_card,113
efa7253c2d,credit_card,145
d3dda8df7e,credit_card,31
d6cd9d63e2,credit_card,221
0e31f844aa,credit_card,104
f7a398b95f,credit_card,132
5883da330a,boleto,319
ebca4856d6,credit_card,138
38c0490a36,credit_card,119
7551a449a8,credit_card,117
580e9410cd,voucher,49
0eeca7beae,credit_card,32
0eb7dc4e91,credit_card,57
9b4d22bcdc,boleto,293
db13164f73,credit_card,47
1b122a7be8,credit_card,86
db6953ee3e,credit_card,124
52191b9f4d,boleto,173
adde6f841d,credit_card,117
b549db7934,credit_card,32
c1642f56f3,credit_card,123
326a3f53e1,credit_card,216
d709030e94,credit_card,448
d3e4a1e18b,voucher,48
f44290da5e,credit_card,82
75f2a10453,credit_card,142
236909a5ee,voucher,21
2fa5e9f6c4,boleto,56
0115abf6b8,boleto,207
021645306e,credit_card,159
68dd7c23e8,credit_card,50
3e7223b7c9,credit_card,46
6c80e36a9a,boleto,46
bf44408de1,boleto,21
9a94ba1f01,boleto,27
2c326cc8b2,credit_card,710
5f06478162,credit_card,345
4fc0a813a4,boleto,155
897ec6416d,voucher,50
1f1d5024db,credit_card,70
a146dffb3f,credit_card,147
fb89dbec79,voucher,25
d89d67960e,credit_card,65
7829b2091d,boleto,142
fce3db7092,debit_card,66
5e5e7f7a2e,credit_card,47
2dd5f6a66c,boleto,549
4a9926db4f,credit_card,189
460cf33073,credit_card,75
22d03f81f3,credit_card,63
78abeb504c,credit_card,215
9bd594c78a,debit_card,315
e61446b718,boleto,101
4b59288fdf,credit_card,152
60c8ff275c,credit_card,75
8ca5bdac5e,voucher,15
e71a0fb0de,credit_card,162
e67519acd1,boleto,76
2fe3e3ee7c,credit_card,73
9704b8f76b,credit_card,134
295bbf539c,boleto,54
316cbf18dc,credit_card,81
8bdda17186,credit_card,50
2bc4e677f1,credit_card,36
341fde3580,credit_card,196
3310a2bd8c,credit_card,42
b275756d48,credit_card,106
076ff98c0f,credit_card,162
bd6a649dcd,boleto,66
28cd3c5442,credit_card,84
7e772cb45f,credit_card,72
3e36ac046e,credit_card,34
182fb1824c,credit_card,8
f49196a3b7,credit_card,81
c9577dccdc,boleto,82
56a48a43ef,credit_card,149
f1708e4240,credit_card,51
d4a3fcb38e,boleto,20
a69fb30a95,credit_card,109
c5d4547def,boleto,48
66d737f811,boleto,93
499062ee7e,credit_card,25
8a0b2bc5c7,credit_card,1008
7f3189b85f,credit_card,68
8883dd20e6,credit_card,209
1eef4e610c,boleto,160
3bba6671f4,credit_card,344
75adb6f520,credit_card,52
1106fe72d8,credit_card,270
604eaa08ec,boleto,208
53e3eb2bb4,credit_card,24
189c157845,credit_card,95
57a5ac0ae7,credit_card,107
3a77a7ed17,credit_card,173
2ed2cecbd0,boleto,43
110f23195a,credit_card,75
d3d3517767,boleto,134
f6e09765a3,credit_card,186
ee7a0f670e,credit_card,23
d5fd9f5044,credit_card,64
4c379ba059,credit_card,122
f47d6af609,credit_card,114
0ae3b855f8,credit_card,141
88d32cb1d3,boleto,35
578403214d,credit_card,115
1f146ef297,credit_card,104
01e51b7c30,credit_card,35
152d0ef67a,credit_card,157
dc17696331,credit_card,145
0ec0a26ea9,boleto,195
ca8e9e4125,credit_card,344
267e7e0b06,boleto,117
d07d0cce42,credit_card,74
854ebcd4c1,credit_card,70
fc273d6a48,boleto,94
421f045237,credit_card,149
73ff106f79,boleto,31
b93b56bfb9,credit_card,917
f6bf3b2429,credit_card,223
afc2b80ab6,credit_card,32
74003ffbdb,credit_card,64
5204d67853,voucher,74
37404c7e8f,credit_card,208
a9a6b38d59,boleto,38
d4eff8d765,credit_card,158
4fb76fa13b,voucher,0
635ed45a71,credit_card,72
b1e17419a9,debit_card,33
6b19e991d4,boleto,35
c66a6afc1a,credit_card,1
d2abd29e33,credit_card,17
cdbbf42ba3,credit_card,39
800527a097,credit_card,25
7516ada37d,credit_card,171
c2d227e330,boleto,100
1eb823605a,credit_card,224
44899a0a37,credit_card,371
42faea0e8f,credit_card,71
4a24776627,credit_card,109
dd03726cc5,credit_card,50
f2710c3e65,voucher,138
0dbd48af8e,credit_card,454
f40832d895,voucher,100
1c05452697,credit_card,715
0fea056534,boleto,48
62eb512df7,credit_card,132
b5c0aa2b53,boleto,70
18c643cade,credit_card,103
8e96b09257,boleto,718
d6a9b94fe8,credit_card,187
3168c019f5,credit_card,36
1fa468994c,credit_card,34
4e4fe0553c,boleto,197
4886ba5722,credit_card,74
b67a5312d2,credit_card,159
ce1d43d723,credit_card,140
e37fbd45af,credit_card,69
c95fb74948,credit_card,623
bf10196337,credit_card,85
6785185e9e,credit_card,81
eea3254200,boleto,54
c187d987ad,boleto,49
cea2fe1d50,credit_card,118
2ffda1267c,credit_card,242
e8df0b08b2,credit_card,236
7c3b51d43f,boleto,71
d7dd7b5a13,credit_card,377
1116c22b8a,credit_card,142
b89601b449,boleto,36
5c0623ce80,credit_card,107
582224f142,credit_card,61
8a8c365841,boleto,551
6d1143ee8f,boleto,30
111d5d48ac,debit_card,119
8ab698a9cb,boleto,284
969c73dd2c,boleto,68
7f40788714,credit_card,182
2f7ceb78f4,credit_card,114
ebdfc2a2bf,credit_card,182
1f27e2d635,credit_card,218
1da60f73e3,credit_card,126
83bb596248,credit_card,104
71ff7ff9c8,credit_card,226
487af6c1b2,credit_card,157
a959780011,credit_card,214
b0874cef1b,credit_card,28
df56e27fb8,voucher,71
c621519092,credit_card,56
cfe0e21a3b,credit_card,258
8f3b78080a,boleto,25
c9d0741a7a,credit_card,90
3a1ce40530,voucher,62
c41800e56a,credit_card,176
932a4c2b00,boleto,54
5e8d4d545c,credit_card,1104
7f5a24612b,boleto,201
4b81239fe8,credit_card,45
398d714b55,credit_card,128
22c9adee57,debit_card,118
496b684eee,credit_card,52
3a1ec4d912,credit_card,205
a87171ad4e,credit_card,91
384cb81029,credit_card,36
14e3b02a42,credit_card,72
21210d0eb0,credit_card,45
20b4a1345c,credit_card,172
eaec6e2d98,credit_card,37
fedcd9f7cc,voucher,31
c81d1d3f8d,boleto,27
16fdf4a442,credit_card,146
89a4c233af,voucher,200
594d1d0caf,credit_card,358
1095806f85,credit_card,97
96cc5b48d0,boleto,95
9676f1e8ea,credit_card,179
cf32a9f2d3,boleto,90
844f7449f9,boleto,63
873c64b7d2,boleto,121
2b3d870a4d,credit_card,178
9f7db45b6f,credit_card,104
feba3a25c8,credit_card,181
a5eb693034,credit_card,56
06dc4c8654,boleto,114
11bcd62bec,credit_card,163
aa742a2221,credit_card,30
fc3ff005fe,credit_card,121
1904f9d81f,credit_card,47
405ecafdd5,boleto,186
3ce28675a7,credit_card,277
eff6d18235,credit_card,262
41901ef295,credit_card,32
f54752d5e1,credit_card,38
8bad58f701,credit_card,85
0822bcde10,credit_card,1311
032d1a95f9,credit_card,210
1ef09d7595,boleto,176
abefedeaf6,credit_card,145
e0c12aa623,boleto,76
38d008f131,credit_card,214
c488a16bc2,credit_card,66
2c4e110ad0,credit_card,86
93709cc8ac,credit_card,166
0f8e3095c3,credit_card,164
692f4207d3,credit_card,92
d7c9e60927,credit_card,305
4eaf46d0d0,credit_card,139
26d4d0baf4,credit_card,42
ae6770c71e,boleto,124
eae7cb4649,credit_card,99
3f4f6a3785,voucher,4
ae4699550d,credit_card,406
b89c9e2ac7,credit_card,135
9105f342ad,credit_card,325
ce6d6c97c6,credit_card,169
68bb4de546,credit_card,69
ef6f841239,credit_card,244
051fcda88d,credit_card,51
bcaa7f7240,credit_card,136
23ddff4d3f,boleto,69
589310d3d4,credit_card,69
5f6c4fd8bf,credit_card,58
ca629f0243,credit_card,82
0424f6bc3d,credit_card,61
3602a80b09,credit_card,133
a5405fc7cb,credit_card,133
959ee23c38,credit_card,50
53f8893a65,credit_card,70
cd590811ef,credit_card,162
c3c98f8045,debit_card,94
2711089c7f,credit_card,77
a2c93edc2f,boleto,100
936ed73e77,credit_card,242
84ef655de6,credit_card,279
33b8a7eafa,credit_card,107
f04955e9d4,boleto,729
db54a9396f,credit_card,197
64682ca1db,credit_card,132
3669a1658d,credit_card,38
5ba8500dac,credit_card,47
b9e44ee22f,credit_card,119
cb0ee3ab46,credit_card,35
26b6b4704d,credit_card,89
5ffe81e917,credit_card,67
82fbfbdb67,credit_card,56
2d5179fa58,boleto,193
f26991f839,credit_card,64
54130db48a,credit_card,3
8f7a223cdb,credit_card,61
986babaebf,credit_card,212
b71252e055,credit_card,167
907057c268,credit_card,270
a061df95ad,credit_card,57
8df1c9e7f8,voucher,103
9ffb318d17,credit_card,37
9080ebdad2,boleto,66
9abd443452,boleto,93
2414366ce9,boleto,57
0b125520b6,credit_card,79
c1377e7b18,credit_card,330
72d8c714f0,boleto,106
a1284e7f75,debit_card,50
c36b4feac8,credit_card,296
fde2b2f46b,credit_card,136
04af40a671,credit_card,47
cfbf015b7e,boleto,68
7e3092871b,credit_card,3
73628c6d02,credit_card,226
9a8f493917,credit_card,112
039330ccdc,boleto,312
2e540bf01a,credit_card,116
39afaebde7,voucher,60
f5bda9fe74,boleto,50
41ef253cac,credit_card,227
9dcd7a1aaf,credit_card,244
5a0523870f,credit_card,100
727140332c,voucher,55
c031499c4c,credit_card,43
56e6693f77,credit_card,185
03705afa0a,credit_card,1023
bfdd6ac5ad,credit_card,325
f6fcca1241,credit_card,90
754328c1ff,debit_card,215
cc65ff3459,credit_card,71
bf912d30c6,credit_card,32
dfc9bc36d5,credit_card,8
6d7d0d56c6,credit_card,111
e1c2784502,credit_card,269
8b29c8a606,boleto,147
d21d7411b2,voucher,50
148b8fe4a8,boleto,153
009ac36516,credit_card,0
79b15d097c,credit_card,61
6f67990385,credit_card,260
c04f170664,credit_card,93
27dddf4ebd,credit_card,123
bdf6784b56,credit_card,301
e7859e16ed,credit_card,147
59f8709452,credit_card,289
1f26d6dc18,voucher,146
ab07b6c486,credit_card,132
d90bb9bb62,credit_card,26
e2f77cbc6c,credit_card,271
73b6421eab,boleto,20
94cab359d4,credit_card,68
fd5791a2d2,credit_card,71
6b1684d215,credit_card,139
54fa8d2f7c,boleto,126
01e4eeac40,credit_card,123
37cea346e0,boleto,135
c88fd0ebff,credit_card,266
3f27ed06b2,credit_card,144
8374f35f09,boleto,83
78445aad6e,credit_card,52
37732eb932,credit_card,116
3019298807,credit_card,164
60b90d12b2,credit_card,43
7cd365ff7a,boleto,49
444baeba76,credit_card,55
206936fdf0,boleto,80
4c7c393fba,credit_card,226
20aa4f85b1,voucher,50
baa356809d,boleto,319
ac9394e656,credit_card,234
59432b04b9,credit_card,623
0d439757ec,credit_card,363
6ad7cdd502,credit_card,100
149f7e7d7d,debit_card,32
45ffb70b5a,credit_card,56
75f0605fdf,credit_card,69
a0de51cbad,boleto,59
62f22bb8b5,credit_card,727
11d2a4111b,credit_card,215
c7d334c62c,credit_card,275
2d02114825,credit_card,76
f48002abf6,credit_card,88
eaa950f3b3,credit_card,118
1175cf55b8,credit_card,65
6224401eeb,credit_card,15
3ae3969a6f,credit_card,34
8c8681bafb,credit_card,162
be0f8b9e14,credit_card,453
2d1e842526,credit_card,409
3744d1ae18,credit_card,118
5af0d05071,credit_card,93
2c1a279890,credit_card,78
0297a2a062,credit_card,25
931eb9b18a,credit_card,87
69e9d8330e,boleto,163
43bc3119f6,credit_card,42
a600cbfa2f,credit_card,328
abe6c06151,boleto,76
9b4f84a421,credit_card,82
5c12a7dbc8,voucher,54
14056bdb3b,credit_card,55
22403c79fd,credit_card,78
3d521dbaec,voucher,21
09224348db,credit_card,153
627efe8e52,credit_card,169
78ed13dc9c,credit_card,69
6d1b959630,credit_card,42
d98222e2d1,credit_card,72
f2ef8ad9ee,credit_card,35
39840651d9,credit_card,319
4648e84e6a,voucher,50
a2df93db5b,credit_card,81
5d84d2af14,boleto,893
2f2515a56e,credit_card,351
92758dbac7,debit_card,67
3b39d2ddd9,credit_card,53
827234ed6a,credit_card,86
6b0b2d1c92,credit_card,63
5a6bd2554a,boleto,29
bd3a4f4d1e,credit_card,75
c17b02295e,credit_card,32
1997b62c6e,credit_card,96
f7c507b533,credit_card,117
cda58baf4f,boleto,298
9ce991aacc,credit_card,53
f6a4004536,boleto,1478
7e6b55f638,credit_card,740
a3a41920ba,boleto,96
09475a7648,credit_card,52
fb7bdd2f11,debit_card,81
5d7f0dc1e4,credit_card,67
401490e646,credit_card,67
3891b49649,credit_card,71
8d6fb99c27,credit_card,51
e80d26af18,credit_card,144
9b75fa6835,voucher,30
3382c4920a,credit_card,77
fd905a86dd,credit_card,411
2e98befb6d,credit_card,246
1a95dfd9e1,credit_card,150
133f36e23b,credit_card,486
8526a9a388,credit_card,65
40cc859428,credit_card,137
0382be412d,credit_card,98
e73404e5e6,credit_card,32
423c157cb6,credit_card,207
fa21f82ef6,boleto,147
39a0e2f723,credit_card,51
22deced3de,credit_card,1013
7523aef197,credit_card,79
b23014161c,credit_card,43
96c3a40e38,credit_card,265
2279a1470d,credit_card,203
69219bd2a5,boleto,80
f1daf5f42c,credit_card,190
5c2049caca,credit_card,49
fcf235b93f,credit_card,242
c89639dcbe,credit_card,368
8e75defef5,credit_card,46
912343626f,credit_card,3242
e4313fe2f9,credit_card,19
e644e459ff,credit_card,99
08b3f1bd35,boleto,36
d82fd3fc3c,credit_card,62
378035ea50,boleto,33
e11ced871f,credit_card,584
4adb4da068,credit_card,409
4380c4ed9d,credit_card,173
ad71f559c9,credit_card,140
630c3cacbf,credit_card,32
3d2a8a0c9b,credit_card,114
f70a0aff17,boleto,313
55d5398213,credit_card,48
01b276e7af,credit_card,121
1e5da4d344,debit_card,198
ecd516e4c1,boleto,138
ab1565bce2,voucher,100
c7436c65f2,credit_card,56
bdc2873154,credit_card,242
32c75dfb83,credit_card,104
8192ab7fdf,credit_card,17
36b99cb189,credit_card,40
b245dc19b0,credit_card,168
b488199329,credit_card,151
033ce22f1f,credit_card,165
d252e32f48,credit_card,889
6be4d639e2,credit_card,249
b27251efdb,boleto,161
6a6c7d523f,credit_card,40
5074238c56,credit_card,109
e35f04a0b1,credit_card,114
ab47818263,boleto,78
540c5ef7f6,credit_card,158
afe460f14b,credit_card,76
867effa42b,boleto,354
ac14a1a3d8,voucher,10
e91f0371e8,credit_card,65
e666d7fa06,credit_card,43
e08e242682,boleto,68
727412faf7,boleto,83
12c860cdab,credit_card,884
51585e1d99,credit_card,104
13f7264308,credit_card,42
26da686e87,credit_card,69
570065bfd3,credit_card,60
881a958cb1,credit_card,42
1c05b5c048,voucher,50
2251c2ae48,voucher,40
17510720f6,credit_card,30
a9d3d5644a,credit_card,42
fa69e8d77e,credit_card,72
df5c4b3fb5,credit_card,123
446f742426,credit_card,82
967ed7a1aa,credit_card,212
0352796ceb,credit_card,157
23776c3e7f,credit_card,224
d44fefb376,credit_card,79
2b4bc6bc21,credit_card,144
83df1c60b1,credit_card,65
4b90a2d186,credit_card,398
f75f6ef220,voucher,20
1ec801f67c,boleto,107
12cfc50e5d,credit_card,520
004fb5e6f9,credit_card,143
810f2be643,credit_card,205
2d0a9e6d2d,boleto,55
03d9b0241e,boleto,50
7c0385a354,credit_card,33
4da457afd7,credit_card,113
1b7efcda93,credit_card,143
92c5a8a87f,boleto,36
ece7d8cc8b,credit_card,205
a004b1039c,credit_card,159
f723300ed4,credit_card,256
a000067196,credit_card,71
97bbec866d,credit_card,231
47a2809ec3,credit_card,127
351c531e51,credit_card,84
b6e98ad9c6,credit_card,179
aa4634ff76,voucher,0
a92c33e0fb,boleto,140
c7b44077f6,credit_card,104
ef66a4451c,credit_card,146
a493d65943,credit_card,177
ab17008d46,credit_card,35
f93716d1c1,credit_card,68
9358fba680,credit_card,131
6fa25e5dee,credit_card,323
f20cd88d92,credit_card,215
967cde7a2c,credit_card,96
569d4a814b,credit_card,24
5cd9d29876,boleto,147
654ba98a49,credit_card,72
37e63825a9,credit_card,165
20ae21b63b,credit_card,197
846c2255d0,voucher,30
d4a4641b9e,credit_card,66
c30f0c45d2,credit_card,198
2be8f3f9bf,credit_card,10
edcae211fc,credit_card,1367
8be8ce8df8,boleto,161
9d7ecf49e4,credit_card,126
5bfb6e0571,credit_card,104
ccf804e764,voucher,0
51744de0a5,credit_card,98
6cbe792e9a,boleto,38
0f0343a1e7,credit_card,37
adac3a1597,credit_card,67
71e6174ece,credit_card,61
c8e8f8ab00,credit_card,40
9e9877690e,credit_card,63
bf93a9c9cc,credit_card,140
3f44a9cda1,credit_card,84
e6a66a8350,voucher,17
ca41476688,credit_card,319
ea5b2c0d00,credit_card,447
94289b7d9d,credit_card,37
3558178e8d,voucher,31
b197c69f9d,boleto,107
d6cfbbc373,boleto,67
addef08806,credit_card,119
958c6a70e6,credit_card,17
664aece086,credit_card,61
6803ba1b70,credit_card,73
50bff5996e,credit_card,63
709e43f97c,credit_card,433
676909a2d3,credit_card,62
12c8abab10,credit_card,88
e5529743a1,credit_card,85
68ced379f6,credit_card,36
493c6e38e4,credit_card,85
cdde449c1d,credit_card,79
0b4ff1c8f1,credit_card,81
44c0b18b3b,credit_card,177
6f8152f5ff,credit_card,2
2c4ada2e75,credit_card,209
1be1c706ca,boleto,77
e83017d68c,boleto,149
9f3ff13935,boleto,120
66ea949bcc,boleto,363
e3e1cd5b45,credit_card,112
0c41d48612,credit_card,94
4800f69c8e,credit_card,27
52a0f6c103,credit_card,79
a640fed025,credit_card,87
f2d63838fe,boleto,55
f22644ff4e,credit_card,27
9537e35e83,boleto,142
5186d475bd,credit_card,380
b7be5a34ce,credit_card,30
6733b55740,credit_card,244
b7e65c7d81,credit_card,495
d9a40c62c4,credit_card,96
e391c35b78,credit_card,119
a29d9c2b5d,credit_card,112
74ebbb8c3e,credit_card,39
3805a46a72,credit_card,114
fa5fda679e,boleto,95
5133357f70,credit_card,72
bfcf0485f2,credit_card,44
b48b2c5898,boleto,133
3fe47ae192,credit_card,31
d54005052a,credit_card,1648
32ac00d8c9,boleto,61
a2c43042a0,credit_card,422
a2f7b7dd8e,boleto,68
79e843f791,credit_card,83
a185e5cd56,credit_card,285
a7d73128b7,voucher,4
fd0a7f56ae,boleto,108
97f3a84e96,credit_card,97
e02b879dd0,boleto,80
fc6fd71961,boleto,320
7e844a0812,credit_card,391
4fbc8d6f2f,credit_card,307
d44d3aabe5,credit_card,300
750a04aefe,credit_card,371
cb44689499,credit_card,39
edbacb2d42,credit_card,93
614bc59c7d,credit_card,2
baa236e595,credit_card,34
abc95e6def,credit_card,105
a41222506c,credit_card,127
7de19ba743,credit_card,188
5fc3e04af3,credit_card,97
47a0dd64c3,credit_card,138
4c3812e796,boleto,272
d3e393e007,credit_card,391
93e41e75d4,boleto,41
9212fb06fa,credit_card,163
329c5c3b5a,credit_card,39
f2e689a11a,credit_card,1768
855e1b20c8,credit_card,406
eb8bb2327b,credit_card,719
47c5847c6d,credit_card,117
2fe72d522a,credit_card,118
00f7c5b412,boleto,80
3a096d9934,credit_card,36
9532b14058,boleto,64
739bb836f8,credit_card,158
5c4ddbfa71,credit_card,181
802a4ce6a0,credit_card,4
79825575fb,credit_card,59
fe537e6a4e,credit_card,397
33c7e7493d,credit_card,148
7fadb5fea4,credit_card,111
b0ca5afc6c,credit_card,81
21717aa895,credit_card,390
c0331b57bf,credit_card,143
967a1ffa4d,credit_card,46
e80857672c,credit_card,44
a2db088616,boleto,30
58d34816de,credit_card,192
6319f0da31,credit_card,214
fc5701b47c,credit_card,82
5697c84d8f,credit_card,506
f1e0c934de,credit_card,819
f88829307e,credit_card,328
b077097dbd,credit_card,86
e72ce58da5,credit_card,131
6250a70ada,credit_card,60
27a8d640e6,boleto,53
019543c0de,credit_card,596
05ea910f7f,credit_card,70
9b7e31b526,boleto,49
599fbee4cc,boleto,152
db84f58526,credit_card,179
023dced8c2,credit_card,19
420b8fd243,credit_card,27
063be5d2e5,credit_card,98
f4f4b61bf6,credit_card,77
4c9ddca2b7,credit_card,117
5a79a5d667,credit_card,93
cff47646ca,credit_card,173
3b5d81f92e,credit_card,181
2a713182db,credit_card,64
5cd8566a39,credit_card,74
ddbdd2d138,voucher,65
8578000d00,boleto,41
78e669f430,credit_card,242
2b41a3b768,voucher,111
8b486b19bc,credit_card,1071
70fd1df026,credit_card,197
093974ced7,boleto,109
f67cefa021,boleto,58
ef3308b4c2,credit_card,254
3f71e424f5,credit_card,386
6287b2bf8c,credit_card,1046
ed07e6cb75,credit_card,93
bbb2d49836,credit_card,128
4243bef958,voucher,25
120e494a0a,credit_card,52
03953c6f8f,credit_card,144
306d73cb71,credit_card,124
c47acf407e,boleto,31
d949d4dcea,boleto,55
fd0bf90d81,credit_card,107
0999bc9767,boleto,35
5a82679b8c,boleto,49
898848a383,credit_card,91
918b23cbb1,boleto,53
7de03e8d15,credit_card,31
473431d083,credit_card,267
93360105ca,credit_card,74
d844cf5434,credit_card,336
028df34320,credit_card,135
fc8a4fcbc1,boleto,394
73c772511d,credit_card,34
7b4405df44,credit_card,94
27870055ef,boleto,114
ade5be9864,credit_card,63
1ab115802b,boleto,96
68873cf910,boleto,91
71c1725420,credit_card,63
eb468bfa71,credit_card,193
cafe1030b5,credit_card,119
0bd742b9af,credit_card,80
df5f436b93,credit_card,102
69461f29da,boleto,27
4464462d94,credit_card,97
40001f4b6e,credit_card,216
03772e1a30,credit_card,112
60856ac767,credit_card,25
009ac36516,voucher,4
efa184072c,credit_card,126
d1c2348d6b,credit_card,95
668bd27465,boleto,59
96b997b56a,credit_card,215
a8e1657f8b,credit_card,145
8f5c0b7943,credit_card,70
dbc337fe79,boleto,141
65176291fa,credit_card,61
78b1c0f489,credit_card,174
1b71d6f175,credit_card,363
1ad9cd62e3,credit_card,365
e1010fc08b,credit_card,27
16d24a8a33,boleto,83
63ca01cc70,credit_card,185
39d8500c0e,credit_card,44
4afc8ef1eb,boleto,80
894e3de9f4,credit_card,87
820152b6c4,credit_card,57
5780928bf0,credit_card,54
e3d98850cb,boleto,24
834e9097bc,credit_card,86
a4de5e12d0,credit_card,33
77df84f919,credit_card,209
d839387d86,credit_card,249
a5a8d8582d,boleto,311
ecc5a7a6cd,credit_card,212
1ba17bb34e,credit_card,61
8b030516b5,credit_card,286
fb532c8404,credit_card,310
b8d5fe8c79,credit_card,117
f55968a2a9,boleto,196
1ffded15ce,voucher,28
6e3febfbf4,credit_card,90
c1dd50c371,credit_card,128
bc3ec72d51,credit_card,119
1e20cf4705,credit_card,40
dfbaaa8fbe,credit_card,229
a6dd782e28,credit_card,105
f854f7c57d,credit_card,26
24ea76bb3b,credit_card,53
33ae336da5,boleto,239
c27185a2e9,credit_card,281
d6a4e0f6f1,credit_card,65
5a4fb5816e,credit_card,30
1e7a7f6b2d,credit_card,64
89919c333a,boleto,164
43389a4c5d,credit_card,95
0508c1d4ce,credit_card,178
9d2fdf1d3b,credit_card,113
abc5db4598,credit_card,39
fb4f9c2fb9,credit_card,387
9feb8a417a,credit_card,241
80092307dc,boleto,86
3a6e8538e1,credit_card,177
4c66c3496e,credit_card,192
443ed86b15,credit_card,74
91bc8de419,credit_card,220
de62ef7869,credit_card,208
dff0494b87,voucher,15
6dd108d9c1,credit_card,52
3c79ec251c,credit_card,53
2c40105463,credit_card,44
2f8b697ad1,credit_card,198
4ab51400bd,credit_card,112
651657a1f3,credit_card,73
ea1f26cda2,credit_card,197
0e267661d8,boleto,117
858dc28385,boleto,55
3ef9cbaa0a,credit_card,218
9879f1f661,boleto,159
1046a71a57,credit_card,44
87fc097f03,boleto,936
9fdb1b2465,boleto,285
26526add9d,voucher,34
a33e52fbf9,credit_card,28
894edb990c,credit_card,60
3b6f2bb4fd,credit_card,38
d1bcaad053,boleto,135
9e12ce8b0c,credit_card,142
f12927715b,credit_card,148
7c449e8949,credit_card,62
429879e52a,boleto,156
c825eaa2f8,credit_card,105
c42b587202,credit_card,45
e1c8b1502b,credit_card,40
e69bfb5eb8,voucher,161
ecf079f16a,credit_card,97
3ae63a9469,credit_card,107
0784e3f6a8,boleto,147
e9c9e163bd,credit_card,174
be2cf19c62,credit_card,147
1a63c19c8d,credit_card,136
03e9422487,credit_card,282
994a9a6b0c,credit_card,97
24e12ba561,credit_card,116
c7b50349c6,credit_card,68
41683ad54c,credit_card,30
c44fc56b7b,credit_card,254
cf101c3abd,voucher,8
c293ca42a5,credit_card,69
56065795db,credit_card,72
5a6a63148f,boleto,145
2e62dadd57,boleto,79
0bde826daa,boleto,29
1600bd4913,credit_card,41
8836b763a6,credit_card,42
3cf422cc08,credit_card,193
fb973be52c,credit_card,888
505e3b83ec,boleto,50
72cc0a443b,boleto,185
0d4ec8ac81,boleto,61
28bd3c7129,credit_card,59
807d573c36,voucher,62
a2a4c95d10,credit_card,571
ca8371fd93,credit_card,104
8e3f8be6e1,boleto,154
450acd2e75,voucher,31
a77696c7b4,credit_card,40
8c24ab6e05,credit_card,79
518a29937a,credit_card,72
767595f6cb,credit_card,50
71b2f4ee75,boleto,34
f1d050fd7d,boleto,73
59d227c2a7,credit_card,88
08213e4652,credit_card,113
90dd995b31,credit_card,135
a8442d4b8a,credit_card,163
0d78ff8b7d,credit_card,418
7c047c8542,credit_card,166
0db67754b1,credit_card,199
e19a1b398b,credit_card,35
70b746f6d2,credit_card,225
07efb6b65a,credit_card,28
3efb7ab9a8,credit_card,64
09777f429a,credit_card,424
1c54750859,boleto,105
3c8f34ce67,credit_card,183
da291372a3,credit_card,115
7917294544,debit_card,32
3151632a0a,credit_card,264
c9beb1873d,credit_card,158
4fc24c6e6c,credit_card,89
d3aa5667ad,credit_card,87
42006f4285,credit_card,400
8040bd2eb4,credit_card,36
958e577696,boleto,145
b7624f6b70,credit_card,112
8f00691337,credit_card,308
77c374d0a5,credit_card,86
7d211ad04e,credit_card,134
1bb74bdf99,credit_card,56
a2360f8088,credit_card,78
2728c4c580,boleto,258
4cd3fa6ef1,credit_card,121
b27d08e878,credit_card,317
ae742f1350,credit_card,378
fe4021e269,credit_card,1
f67e663b2f,credit_card,78
657ea9232c,credit_card,36
7743b506a4,credit_card,225
710a17b0d3,credit_card,92
f31853a4f3,debit_card,176
41fac1a841,credit_card,138
673c33bc0f,voucher,37
51ec62622b,credit_card,60
d053b132c9,credit_card,27
319ccdc182,credit_card,709
2d715895d9,voucher,56
1e54e64066,voucher,74
a9f6ce91a3,credit_card,221
12dc37fa87,boleto,24
9bfb1002d8,voucher,39
106f6c512a,voucher,21
104bc860b4,credit_card,137
9dd961aa62,credit_card,102
01908071e3,boleto,114
e32a917953,credit_card,235
8ea1dbf8e7,credit_card,74
d5d3ec988f,credit_card,98
e7924c9e56,boleto,28
817244d0b1,credit_card,79
923765fdb9,credit_card,5
ac13993b49,credit_card,86
3d0e84aa66,credit_card,109
adb868b8d7,boleto,71
6041616fca,credit_card,82
dfaa4ce943,credit_card,33
da199a7491,credit_card,61
04f15733e3,credit_card,296
f1b07f996a,credit_card,122
b191545cfb,voucher,121
1f9624a22a,credit_card,114
6ef7236f77,credit_card,834
f100e6de27,credit_card,132
869e5bd441,credit_card,55
a8305d2dfd,credit_card,74
0a721c801f,credit_card,46
44af3ebb46,credit_card,158
05e168bd33,credit_card,494
c6b0f4a5cc,credit_card,211
58e0309558,credit_card,254
7c83cd5701,credit_card,243
