product_id,product_photos_count,product_length_cm,product_height_cm,product_width_cm,product_category_name,product_weight_kg
277d6549d3,5.0,20.0,40.0,30.0,luggage_accessories,0.45
6822e9990a,3.0,20.0,15.0,16.0,housewares,1.2
d0b7819045,1.0,27.0,13.0,17.0,home_appliances,0.2
de080af264,1.0,16.0,16.0,11.0,computers_accessories,0.3
685eb31be0,1.0,65.0,13.0,65.0,auto,6.9
ca96d665a6,2.0,37.0,13.0,37.0,housewares,0.5
d4ad0f0b0c,2.0,69.0,11.0,11.0,furniture_decor,1.55
d655750846,1.0,49.0,22.0,41.0,sports_leisure,7.4
c7947a8c91,4.0,30.0,12.0,28.0,perfumery,1.5
2d8b38d9f3,2.0,16.0,2.0,11.0,telephony,0.2
51f3e4065d,1.0,35.0,45.0,34.0,small_appliances,4.925
b7ac8ecaf5,2.0,70.0,15.0,20.0,housewares,1.75
87590844d5,1.0,21.0,21.0,21.0,housewares,0.6
8c6d562d9d,1.0,21.0,10.0,14.0,bed_bath_table,0.225
eef398550d,,35.0,15.0,20.0,other,1.1
3d6ef61d81,3.0,100.0,23.0,27.0,baby,10.4
06605f576f,1.0,19.0,5.0,13.0,health_beauty,0.1
5bd6493a2d,1.0,19.0,4.0,11.0,telephony,0.15
422b478646,3.0,25.0,8.0,19.0,bed_bath_table,0.098
09c2dde20d,1.0,50.0,30.0,33.0,pet_shop,1.5
ba10a94473,1.0,21.0,14.0,11.0,computers_accessories,0.573
57c406b73a,5.0,30.0,10.0,20.0,sports_leisure,0.35
1b8fb2ae90,3.0,30.0,10.0,30.0,baby,0.4
9e9289854d,4.0,30.0,17.0,17.0,garden_tools,1.214
f15c46e2da,1.0,16.0,16.0,16.0,consoles_games,0.65
b3e40ff639,1.0,42.0,25.0,15.0,cool_stuff,2.15
d4bf1e29f4,1.0,30.0,4.0,40.0,bed_bath_table,0.25
2604055d49,3.0,80.0,20.0,25.0,sports_leisure,1.6
7c0ff36de8,8.0,16.0,2.0,20.0,watches_gifts,0.1
0c104824e9,4.0,26.0,61.0,40.0,health_beauty,19.3
9b239ddc71,6.0,19.0,11.0,23.0,health_beauty,0.05
f18b93fa10,5.0,30.0,20.0,30.0,furniture_decor,1.15
12e479f1c2,1.0,24.0,8.0,12.0,watches_gifts,0.4
74c355c685,1.0,16.0,5.0,16.0,cool_stuff,0.3
04a3191f21,2.0,42.0,29.0,28.0,bed_bath_table,0.95
820e8f306d,2.0,25.0,21.0,20.0,toys,0.888
a7d5fa7006,6.0,20.0,20.0,20.0,sports_leisure,2.65
658fc5dfe5,1.0,20.0,10.0,15.0,bed_bath_table,0.7
765a8070ec,1.0,20.0,19.0,19.0,sports_leisure,0.683
f9ce5e5592,2.0,60.0,15.0,15.0,sports_leisure,1.25
57f2bc497c,4.0,16.0,2.0,20.0,watches_gifts,0.25
0ae6a95572,1.0,16.0,15.0,14.0,health_beauty,0.355
6aa994db5b,1.0,45.0,15.0,35.0,bed_bath_table,0.85
d14782a9f0,1.0,55.0,6.0,11.0,furniture_decor,0.5
a61e6f38c9,,16.0,2.0,11.0,other,0.2
ed422fce52,1.0,30.0,30.0,30.0,furniture_decor,5.7
7471522118,2.0,60.0,14.0,14.0,furniture_decor,1.55
d2e8130fbe,3.0,23.0,11.0,16.0,computers_accessories,0.525
f0f8e8693b,2.0,20.0,16.0,59.0,construction_tools_lights,7.9
3f9e3d09e3,5.0,16.0,5.0,20.0,furniture_decor,0.4
6d092506d5,4.0,50.0,3.0,25.0,furniture_decor,0.4
a339bbe3ca,1.0,20.0,16.0,19.0,health_beauty,0.725
bdeac55888,1.0,30.0,11.0,11.0,housewares,0.1
1a758361b1,4.0,17.0,10.0,13.0,sports_leisure,0.175
32b3bc24ea,3.0,35.0,12.0,20.0,toys,0.6
701db8a1fb,1.0,21.0,7.0,14.0,computers_accessories,0.3
00e2784f84,1.0,21.0,34.0,34.0,furniture_decor,0.8
eefbc93226,4.0,22.0,19.0,22.0,furniture_decor,7.7
052e139cd9,1.0,28.0,18.0,20.0,housewares,2.7
9d703ce870,2.0,27.0,5.0,12.0,small_appliances,0.35
bf1ce2996d,,18.0,7.0,17.0,other,0.4
d59267ac2a,2.0,16.0,3.0,11.0,stationery,0.65
6f2d7833b8,7.0,17.0,4.0,13.0,telephony,0.35
fcd119ff38,1.0,24.0,3.0,17.0,books_technical,0.55
05c693a808,2.0,19.0,4.0,11.0,telephony,0.2
8c8cb3d0f2,1.0,18.0,4.0,16.0,telephony,0.175
9a21b11523,1.0,27.0,13.0,17.0,home_appliances,0.25
bc0d01d291,1.0,33.0,21.0,27.0,sports_leisure,0.3
78680f0784,1.0,30.0,12.0,16.0,cool_stuff,1.1
c56bf3984c,3.0,53.0,8.0,11.0,furniture_decor,1.5
b84c03edd6,3.0,20.0,30.0,20.0,consoles_games,0.4
491363806b,1.0,18.0,8.0,14.0,sports_leisure,0.2
fadc89c2a6,1.0,30.0,30.0,30.0,housewares,1.8
da501879ed,2.0,79.0,12.0,40.0,office_furniture,22.55
fc04e723b5,1.0,38.0,7.0,28.0,bed_bath_table,1.5
0a80523b7c,3.0,35.0,12.0,28.0,housewares,0.7
52a5346c9d,,22.0,14.0,14.0,other,0.2
ed71b39fde,3.0,25.0,25.0,25.0,auto,0.35
8171a6838a,1.0,31.0,6.0,26.0,bed_bath_table,0.3
ffb64e34a3,3.0,43.0,15.0,35.0,sports_leisure,0.7
b2f16abc8f,1.0,24.0,2.0,16.0,books_general_interest,0.2
fbbccb1d65,1.0,65.0,50.0,45.0,pet_shop,2.5
683487a7a9,1.0,16.0,2.0,11.0,fashion_bags_accessories,0.2
96277485af,3.0,16.0,5.0,20.0,furniture_decor,0.6
67837a6bc3,4.0,28.0,14.0,19.0,cool_stuff,0.882
d3d4e7e463,1.0,26.0,3.0,26.0,bed_bath_table,0.3
8466762a93,2.0,47.0,6.0,47.0,furniture_living_room,2.7
8f8e77fd04,2.0,16.0,16.0,22.0,furniture_decor,0.35
181097c3de,1.0,38.0,20.0,25.0,bed_bath_table,1.2
4ef60b1f69,1.0,80.0,26.0,26.0,pet_shop,11.35
7a22c18ef5,2.0,95.0,16.0,35.0,auto,1.85
36e188142f,5.0,53.0,30.0,31.0,garden_tools,7.95
89571bdf5d,1.0,16.0,30.0,12.0,auto,1.3
2a59264239,1.0,16.0,7.0,12.0,perfumery,0.1
7a5bda98ff,1.0,18.0,9.0,16.0,computers_accessories,0.45
0d8ce3ada9,3.0,29.0,17.0,17.0,costruction_tools_tools,2.708
d6b21712ba,1.0,18.0,14.0,16.0,sports_leisure,0.36
67fa36df2c,1.0,20.0,8.0,13.0,air_conditioning,0.15
6edc9b56c4,1.0,22.0,26.0,25.0,consoles_games,0.15
3117617b81,1.0,30.0,5.0,11.0,small_appliances,0.1
7eedc4bfd3,1.0,45.0,15.0,25.0,bed_bath_table,16.0
72a137b85d,3.0,24.0,20.0,27.0,consoles_games,0.6
f3f77f4a41,1.0,16.0,9.0,13.0,health_beauty,1.2
f5b42cb359,2.0,19.0,11.0,13.0,health_beauty,0.45
c3f8ee7e05,4.0,60.0,40.0,60.0,computers_accessories,24.05
eb464e3e06,1.0,25.0,27.0,22.0,housewares,0.148
a224686242,1.0,18.0,10.0,15.0,auto,0.398
21e4321fa5,,27.0,8.0,19.0,other,1.5
322083bacc,1.0,20.0,35.0,20.0,furniture_decor,1.05
1a0f5bca5c,1.0,55.0,26.0,29.0,sports_leisure,15.6
13a05309c0,1.0,19.0,44.0,35.0,luggage_accessories,1.2
9e61f47367,1.0,18.0,14.0,14.0,health_beauty,0.364
4836918807,2.0,100.0,3.0,15.0,housewares,1.05
38651ca5be,1.0,16.0,4.0,19.0,perfumery,0.113
82495477af,2.0,19.0,33.0,46.0,toys,0.9
ba3a1e2c6c,6.0,29.0,7.0,16.0,toys,0.7
4821fcfd5a,3.0,52.0,3.0,32.0,housewares,2.9
87b4292761,5.0,16.0,5.0,20.0,furniture_decor,0.3
138d7037b5,1.0,21.0,16.0,16.0,sports_leisure,1.4
140820b361,4.0,43.0,40.0,40.0,toys,1.8
6a012e40ee,3.0,20.0,20.0,20.0,auto,0.15
0214e4741d,1.0,45.0,15.0,35.0,bed_bath_table,2.1
6f1ccca9f8,1.0,40.0,15.0,11.0,furniture_decor,0.7
a0425426bd,3.0,35.0,14.0,15.0,sports_leisure,0.95
fea7f0c147,1.0,18.0,10.0,16.0,computers_accessories,0.225
0f0c4960b0,3.0,32.0,5.0,26.0,electronics,1.7
5b917c70d9,3.0,16.0,6.0,11.0,construction_tools_construction,0.15
b1551ef44e,1.0,43.0,11.0,37.0,housewares,1.0
d71dee111a,1.0,57.0,15.0,37.0,furniture_decor,5.3
0b48dc720b,5.0,47.0,23.0,37.0,kitchen_dining_laundry_garden_furniture,6.95
293ee8ac0a,1.0,40.0,32.0,40.0,bed_bath_table,8.55
8fe93eb771,2.0,32.0,14.0,17.0,toys,3.25
a80b3c9fe4,2.0,23.0,7.0,12.0,health_beauty,0.3
171f049605,1.0,30.0,32.0,30.0,sports_leisure,3.6
31352e05b5,2.0,25.0,10.0,25.0,housewares,2.05
22d180b9ee,4.0,41.0,15.0,51.0,bed_bath_table,18.9
e49a57a6af,,21.0,11.0,16.0,other,0.22
37bd6327d4,3.0,16.0,5.0,11.0,furniture_decor,0.1
11cf21fc07,3.0,27.0,13.0,17.0,home_appliances,0.45
c3a5205371,6.0,16.0,12.0,12.0,housewares,0.4
5bf57bdef2,1.0,38.0,7.0,28.0,bed_bath_table,1.3
3a8b4f5694,2.0,65.0,11.0,11.0,furniture_decor,0.4
1988435808,1.0,40.0,10.0,30.0,bed_bath_table,1.55
0f840300fe,3.0,16.0,13.0,16.0,toys,0.35
3f2c441440,2.0,20.0,20.0,20.0,pet_shop,0.2
7766894470,1.0,20.0,20.0,20.0,housewares,0.5
f838e96e79,14.0,27.0,18.0,32.0,perfumery,1.8
3c81b58ed9,2.0,20.0,20.0,20.0,sports_leisure,0.6
9ea1152d6d,1.0,22.0,19.0,19.0,health_beauty,1.067
015527ec95,1.0,25.0,10.0,11.0,housewares,0.2
fa89410dfd,1.0,40.0,5.0,30.0,bed_bath_table,0.55
b3d40bac9e,5.0,16.0,6.0,11.0,baby,0.1
89e0afa29b,1.0,65.0,44.0,44.0,auto,21.0
0f9a07df17,4.0,33.0,27.0,26.0,auto,0.55
05bbe113b2,5.0,48.0,30.0,16.0,housewares,10.1
2b0fac480e,2.0,35.0,8.0,36.0,toys,0.9
9b88165228,1.0,31.0,13.0,15.0,housewares,0.9
81d2fa5b18,2.0,20.0,15.0,15.0,health_beauty,0.1
0bed2811f6,1.0,24.0,2.0,18.0,telephony,0.1
a44f944687,3.0,30.0,50.0,40.0,baby,5.9
e719797229,1.0,34.0,7.0,32.0,bed_bath_table,0.95
062e425d96,4.0,25.0,15.0,35.0,fashion_shoes,0.45
679bb6cbef,1.0,25.0,37.0,36.0,cool_stuff,0.6
e4f2856dda,4.0,16.0,3.0,13.0,computers_accessories,0.1
ae81ec7bba,4.0,22.0,12.0,15.0,furniture_decor,0.7
78d9cee738,5.0,77.0,4.0,47.0,auto,8.4
ff0253002f,2.0,52.0,11.0,11.0,furniture_decor,0.05
01b660ebc1,3.0,60.0,10.0,15.0,housewares,0.35
5f96ea82b7,6.0,16.0,9.0,11.0,fashion_bags_accessories,0.2
47523004e8,2.0,17.0,4.0,12.0,telephony,0.3
3e767be391,1.0,34.0,34.0,56.0,home_appliances_2,14.15
597730d1cc,1.0,23.0,14.0,18.0,food,0.14
ac20a9614b,1.0,65.0,8.0,38.0,home_appliances,1.25
d41a23bd2b,2.0,100.0,5.0,20.0,furniture_decor,1.0
3a33c980b6,1.0,23.0,27.0,19.0,toys,2.363
246e1686bf,2.0,16.0,9.0,11.0,sports_leisure,0.267
0c3ed87d10,2.0,35.0,25.0,25.0,toys,0.8
e3d080fd5b,2.0,16.0,13.0,11.0,health_beauty,0.15
e8f2a49b96,1.0,30.0,20.0,25.0,bed_bath_table,1.5
8c1e9287e6,1.0,16.0,4.0,11.0,stationery,0.6
f1f0860095,1.0,58.0,28.0,58.0,office_furniture,15.2
173b3c971b,1.0,21.0,14.0,14.0,garden_tools,0.35
9fe7b856a0,1.0,24.0,24.0,16.0,health_beauty,0.4
4886ee6eaf,1.0,40.0,3.0,40.0,bed_bath_table,1.95
96b200840d,2.0,16.0,10.0,16.0,bed_bath_table,0.95
981f6a96c0,4.0,50.0,10.0,40.0,bed_bath_table,1.75
2f13d1dc8b,1.0,30.0,30.0,30.0,furniture_decor,2.65
9565229244,1.0,34.0,7.0,32.0,bed_bath_table,1.7
1f9799a175,1.0,40.0,5.0,25.0,bed_bath_table,1.0
bea920589e,3.0,30.0,10.0,16.0,housewares,0.2
c7296f9449,6.0,45.0,10.0,35.0,fashion_male_clothing,0.8
19f27a3b9d,1.0,19.0,11.0,14.0,computers_accessories,0.368
c5685881d5,2.0,35.0,46.0,35.0,home_appliances,8.05
7855801875,1.0,36.0,30.0,32.0,housewares,3.5
d6443622b9,1.0,21.0,12.0,17.0,health_beauty,0.293
e6a1b23564,5.0,43.0,43.0,20.0,small_appliances,3.9
064d09b1de,1.0,16.0,7.0,16.0,garden_tools,0.4
b8eb866314,1.0,28.0,6.0,13.0,computers_accessories,0.4
774e44c711,1.0,16.0,7.0,15.0,health_beauty,0.15
50565731f3,2.0,20.0,11.0,11.0,housewares,0.4
ddbd0c1c8d,2.0,30.0,10.0,20.0,baby,0.55
e8d7b12572,1.0,21.0,22.0,20.0,housewares,0.8
d86408ff5f,1.0,30.0,30.0,35.0,pet_shop,5.3
73e3a34b5e,1.0,40.0,6.0,30.0,bed_bath_table,2.15
ee6c49af1a,1.0,22.0,14.0,14.0,computers_accessories,0.14
c3674fb863,1.0,22.0,16.0,18.0,health_beauty,1.607
ff0c8d7cbe,1.0,41.0,5.0,16.0,electronics,0.5
2b5c35cbb6,1.0,19.0,16.0,16.0,air_conditioning,0.5
0e687d00ba,4.0,55.0,10.0,82.0,home_appliances_2,7.5
c44f25ecf7,10.0,50.0,18.0,45.0,musical_instruments,1.4
ffe013e1b4,2.0,22.0,12.0,12.0,sports_leisure,6.6
f80903ad4f,4.0,17.0,9.0,17.0,fashion_bags_accessories,0.2
ba77d921f1,1.0,25.0,30.0,20.0,toys,0.25
36ca9a8843,2.0,65.0,11.0,11.0,furniture_decor,1.25
529a323079,1.0,65.0,25.0,25.0,auto,4.25
3596313732,7.0,69.0,11.0,11.0,furniture_decor,3.0
37c871f73c,1.0,16.0,10.0,15.0,auto,0.1
428f11967f,3.0,22.0,22.0,18.0,furniture_decor,0.35
4d1b2536bb,1.0,40.0,40.0,40.0,housewares,9.55
72f78c618c,5.0,52.0,8.0,21.0,sports_leisure,1.8
e70d8bce86,2.0,16.0,6.0,11.0,stationery,0.1
9e05b007ff,2.0,25.0,8.0,11.0,computers_accessories,0.2
723f08b94c,1.0,17.0,3.0,12.0,fashion_bags_accessories,0.05
f97194491a,1.0,31.0,35.0,31.0,sports_leisure,1.3
52e1cb842e,1.0,16.0,5.0,16.0,fashion_bags_accessories,0.1
b48d3e4991,2.0,20.0,20.0,20.0,health_beauty,1.2
17469cd3d2,4.0,28.0,13.0,21.0,toys,1.2
0bf311dc96,1.0,18.0,8.0,13.0,home_appliances,0.3
ef2eed3e42,8.0,30.0,24.0,28.0,sports_leisure,1.8
7500a93e54,5.0,25.0,10.0,19.0,stationery,0.75
2d9ea8e50b,5.0,66.0,23.0,51.0,housewares,17.5
e3e3c2fbbc,3.0,69.0,11.0,11.0,furniture_decor,1.4
27152d405e,3.0,23.0,15.0,19.0,watches_gifts,0.9
5a59edc52c,4.0,16.0,3.0,16.0,furniture_decor,0.1
594e6c5d1c,1.0,105.0,7.0,25.0,auto,1.4
bb08ae1ab7,1.0,21.0,2.0,14.0,books_technical,0.25
8726429de3,3.0,60.0,20.0,40.0,toys,6.5
5237a91144,1.0,16.0,10.0,11.0,toys,0.2
71f0bc0964,2.0,20.0,30.0,20.0,furniture_decor,5.7
c4e4a69d5b,1.0,23.0,8.0,15.0,perfumery,0.45
93323c2cff,3.0,20.0,20.0,20.0,auto,0.6
2109e8aeed,1.0,45.0,30.0,45.0,furniture_decor,10.15
ec2d43cc59,5.0,20.0,20.0,20.0,bed_bath_table,0.8
d442547d29,4.0,45.0,48.0,25.0,computers_accessories,9.05
40f999464e,2.0,16.0,20.0,20.0,auto,0.125
544ffb995c,1.0,33.0,12.0,12.0,computers_accessories,0.8
6a614599fc,1.0,16.0,15.0,15.0,sports_leisure,0.7
51239b9414,2.0,52.0,5.0,37.0,furniture_decor,0.333
705affd495,4.0,40.0,30.0,40.0,small_appliances,13.7
3c8e648d4a,2.0,16.0,2.0,11.0,fashion_bags_accessories,0.2
241a1ffc9c,2.0,16.0,4.0,11.0,auto,0.4
e0bd815514,1.0,31.0,21.0,21.0,health_beauty,0.675
1a6706786a,4.0,40.0,27.0,17.0,bed_bath_table,1.1
7fb9118562,1.0,36.0,11.0,19.0,health_beauty,2.2
ef305675b4,1.0,22.0,8.0,32.0,housewares,0.925
898ce66446,1.0,16.0,5.0,16.0,sports_leisure,0.1
3aa0382406,1.0,16.0,16.0,16.0,construction_tools_construction,3.05
e9eebb8e8b,1.0,21.0,15.0,16.0,perfumery,0.541
daa7499d1e,1.0,16.0,2.0,11.0,fashion_bags_accessories,0.25
9ab817d90b,1.0,20.0,12.0,12.0,health_beauty,0.45
3282c3c8f2,6.0,21.0,7.0,15.0,stationery,0.85
b112694f32,1.0,30.0,15.0,15.0,computers_accessories,0.85
736f1b8742,1.0,40.0,15.0,32.0,bed_bath_table,1.5
d27ad56cae,1.0,17.0,17.0,17.0,furniture_decor,0.6
4b82411076,2.0,22.0,11.0,11.0,electronics,0.5
1cc7fc7841,1.0,18.0,9.0,14.0,watches_gifts,0.35
1963cf66a1,1.0,27.0,4.0,11.0,garden_tools,0.3
fdfe4f462b,6.0,56.0,11.0,32.0,auto,7.0
abaa4c2633,1.0,20.0,12.0,15.0,watches_gifts,0.5
b72a8fd99d,2.0,20.0,5.0,19.0,auto,0.425
b37b72d5a5,1.0,19.0,4.0,11.0,telephony,0.15
5a68d72870,1.0,16.0,11.0,11.0,health_beauty,0.15
2ae40c35ef,9.0,30.0,36.0,20.0,sports_leisure,0.7
0bff7ada15,2.0,39.0,22.0,22.0,stationery,1.775
5b55f963a5,1.0,25.0,20.0,20.0,stationery,0.3
bec79420ff,1.0,18.0,14.0,14.0,health_beauty,1.2
00088930e9,4.0,55.0,10.0,26.0,auto,1.225
7c3cbbd1a9,1.0,42.0,25.0,15.0,cool_stuff,1.4
322c315bc0,4.0,20.0,30.0,20.0,consoles_games,1.0
2083a6feb4,2.0,19.0,15.0,15.0,telephony,0.15
414ae37d87,1.0,20.0,20.0,20.0,fashion_male_clothing,0.65
1c86a1539e,1.0,45.0,10.0,15.0,bed_bath_table,1.15
d4ef01e765,1.0,32.0,4.0,23.0,bed_bath_table,0.195
c7d75b3baf,3.0,17.0,17.0,17.0,auto,0.1
557313563f,2.0,70.0,10.0,40.0,bed_bath_table,0.6
fe06d59670,5.0,26.0,4.0,22.0,musical_instruments,0.85
e64befe356,,25.0,5.0,15.0,other,0.2
de93058674,2.0,105.0,65.0,25.0,sports_leisure,17.55
6994675fdf,1.0,24.0,12.0,24.0,housewares,6.9
183210d186,5.0,78.0,4.0,47.0,auto,4.35
7cd30e51e9,1.0,37.0,7.0,25.0,toys,0.7
61b5c300f3,1.0,25.0,2.0,18.0,telephony,0.2
15804bf9d2,3.0,66.0,12.0,45.0,furniture_decor,7.3
e090b9bd2e,1.0,27.0,22.0,25.0,computers_accessories,1.217
ab9730d038,1.0,19.0,8.0,11.0,toys,0.55
783dae38fe,1.0,50.0,50.0,50.0,housewares,14.35
679a3e5e1d,4.0,38.0,38.0,22.0,home_construction,0.8
9853476587,1.0,16.0,14.0,15.0,health_beauty,0.675
bac155b95a,4.0,24.0,5.0,11.0,auto,0.4
6d15ca3157,1.0,34.0,5.0,26.0,bed_bath_table,1.0
4afba85a48,3.0,25.0,25.0,25.0,housewares,0.8
d9bba71d1d,1.0,56.0,12.0,39.0,electronics,1.85
f2b67cf6ef,2.0,16.0,11.0,13.0,perfumery,0.117
6e415cdc78,3.0,25.0,16.0,29.0,baby,0.45
555605f730,1.0,17.0,11.0,13.0,pet_shop,0.217
516efbd604,1.0,32.0,4.0,26.0,bed_bath_table,0.745
2885aad25d,1.0,40.0,2.0,12.0,books_technical,0.25
02a93c4e95,6.0,65.0,25.0,25.0,cool_stuff,1.7
c351fada6f,2.0,20.0,5.0,20.0,sports_leisure,0.3
be40dfccc4,1.0,16.0,20.0,16.0,sports_leisure,1.0
1e071ffaca,1.0,21.0,8.0,27.0,health_beauty,0.3
ebfe7a4ca4,2.0,19.0,11.0,18.0,housewares,0.417
6c40c98da8,2.0,54.0,41.0,25.0,toys,2.9
e66daaafff,1.0,20.0,17.0,9.0,toys,0.245
559602c543,1.0,50.0,16.0,25.0,housewares,1.1
136b005b69,1.0,20.0,20.0,20.0,health_beauty,2.2
46ae1c0789,1.0,30.0,7.0,25.0,consoles_games,0.4
78f3531b3a,1.0,40.0,10.0,30.0,furniture_decor,2.3
553261019b,2.0,20.0,6.0,11.0,computers_accessories,0.2
2e0a8fea09,4.0,52.0,22.0,32.0,sports_leisure,7.75
8fd3860e3a,6.0,53.0,43.0,11.0,auto,5.95
9f01cb375b,2.0,45.0,10.0,15.0,bed_bath_table,1.1
94db23ef7b,3.0,46.0,40.0,46.0,garden_tools,10.7
473e6d1c85,1.0,29.0,3.0,21.0,books_imported,1.0
c5edc6d6a5,2.0,40.0,11.0,35.0,furniture_decor,0.4
82df2add69,3.0,105.0,3.0,70.0,furniture_decor,2.6
53374f156a,2.0,50.0,17.0,38.0,garden_tools,3.0
167b946cfe,1.0,17.0,12.0,16.0,auto,1.1
fb19ac22e3,2.0,16.0,13.0,16.0,telephony,0.1
65bfaa2fff,1.0,30.0,12.0,16.0,health_beauty,2.0
6cb17f17ee,3.0,16.0,17.0,23.0,computers_accessories,1.4
991dc21288,1.0,25.0,5.0,25.0,bed_bath_table,0.8
394ccaadf8,1.0,16.0,20.0,15.0,food,1.4
03d817e5e3,1.0,23.0,9.0,23.0,computers_accessories,1.35
98c0c93d86,1.0,56.0,28.0,56.0,housewares,17.95
f5aabe40f3,2.0,30.0,15.0,30.0,watches_gifts,1.1
4e7e434548,1.0,23.0,23.0,23.0,drinks,1.36
6610913b9a,2.0,22.0,22.0,22.0,furniture_decor,0.15
62962adb9d,1.0,32.0,11.0,11.0,computers_accessories,0.9
e0195a2731,2.0,20.0,2.0,26.0,home_appliances,0.1
4a9ba6f126,6.0,47.0,19.0,23.0,auto,7.3
09b0d15a8c,1.0,20.0,20.0,20.0,furniture_decor,1.4
8afd99798f,1.0,45.0,15.0,35.0,bed_bath_table,3.4
fe547f9a78,2.0,44.0,16.0,40.0,bed_bath_table,3.718
3d4e6c456d,4.0,50.0,30.0,30.0,sports_leisure,2.15
50e015dd53,1.0,23.0,19.0,22.0,food_drink,1.25
94e87c8d2c,2.0,20.0,23.0,19.0,fixed_telephony,0.675
8adfef9b7c,1.0,53.0,74.0,18.0,office_furniture,9.3
0701bc9fbb,1.0,24.0,11.0,16.0,electronics,0.3
a47a2ff12f,4.0,94.0,15.0,15.0,sports_leisure,1.0
9330504b97,2.0,45.0,4.0,35.0,bed_bath_table,0.467
ee98d78ba1,1.0,40.0,21.0,32.0,construction_tools_safety,3.125
85d8ae64b3,3.0,43.0,16.0,27.0,fashion_bags_accessories,0.15
f82db1a0fd,1.0,38.0,6.0,38.0,housewares,1.3
ac1789e492,2.0,35.0,35.0,15.0,furniture_decor,0.3
cf82a4158b,1.0,40.0,6.0,30.0,bed_bath_table,1.8
495bddc744,1.0,13.0,14.0,12.0,health_beauty,0.867
c58fc7dab2,1.0,45.0,25.0,35.0,bed_bath_table,1.9
775882cccd,3.0,24.0,11.0,16.0,home_appliances,0.3
3881e42dae,1.0,46.0,10.0,34.0,luggage_accessories,0.8
dabdc2874e,1.0,19.0,17.0,15.0,health_beauty,0.3
0f01439757,1.0,16.0,10.0,16.0,bed_bath_table,1.05
d239ed6ed6,10.0,60.0,60.0,60.0,housewares,30.0
3c9ddb88ec,3.0,26.0,9.0,16.0,toys,0.27
c5e40a9da6,2.0,26.0,26.0,11.0,health_beauty,0.25
52ed6cbde6,2.0,16.0,12.0,21.0,furniture_decor,0.55
f86ab4e67c,1.0,45.0,15.0,35.0,bed_bath_table,0.5
f2f411f86b,1.0,44.0,2.0,35.0,bed_bath_table,1.15
b63b2afaf8,1.0,19.0,3.0,12.0,furniture_decor,0.1
41f0468311,2.0,16.0,10.0,11.0,computers_accessories,0.4
ee385c61fa,2.0,24.0,5.0,18.0,housewares,0.65
a0a6ba377d,1.0,40.0,35.0,40.0,housewares,9.35
6a041eb6fc,1.0,30.0,12.0,16.0,health_beauty,2.0
7020952e39,1.0,40.0,34.0,21.0,housewares,3.7
92762f3fd2,2.0,32.0,18.0,18.0,furniture_decor,0.5
c8df81dfad,3.0,44.0,14.0,30.0,toys,1.15
96cfc21d19,1.0,30.0,3.0,19.0,bed_bath_table,0.55
989caa6177,6.0,16.0,4.0,20.0,sports_leisure,0.3
71d3eb56de,1.0,20.0,14.0,15.0,health_beauty,0.65
fa157aa51a,1.0,20.0,10.0,15.0,perfumery,0.2
77dcfc5b97,1.0,100.0,11.0,11.0,luggage_accessories,0.7
07b6a3b7bd,1.0,16.0,11.0,11.0,watches_gifts,0.4
f9888c7f6a,2.0,54.0,17.0,24.0,auto,2.0
c202b596f6,1.0,19.0,13.0,14.0,health_beauty,0.35
636f5be2cd,6.0,16.0,9.0,11.0,audio,0.3
c1ad8ac66c,2.0,19.0,14.0,15.0,watches_gifts,0.757
001c5d71ac,1.0,47.0,21.0,41.0,bed_bath_table,1.8
dd5a5e7b2b,1.0,27.0,29.0,26.0,housewares,1.45
9f621d1fd0,1.0,30.0,13.0,28.0,housewares,3.2
b725699830,1.0,16.0,35.0,25.0,home_appliances,0.35
f32ac4ba1a,4.0,16.0,6.0,15.0,auto,0.25
30a6a74ad9,1.0,30.0,13.0,22.0,sports_leisure,0.36
9fe7f92d15,7.0,84.0,25.0,50.0,baby,26.0
ab3c88a070,1.0,30.0,35.0,30.0,furniture_decor,3.45
2f4fe9fe97,6.0,17.0,6.0,11.0,garden_tools,0.3
19a6ffd4e2,3.0,23.0,3.0,18.0,consoles_games,0.15
cfcb14e1f3,1.0,21.0,2.0,14.0,books_technical,0.35
50b0e47f82,1.0,76.0,32.0,49.0,luggage_accessories,9.5
b02a3f9824,,58.0,18.0,45.0,other,2.5
332b3e10a1,1.0,27.0,12.0,21.0,cool_stuff,1.8
19ae99a380,1.0,43.0,68.0,41.0,housewares,17.95
3e3c08f8d0,1.0,18.0,5.0,12.0,telephony,0.2
d66eeeb49d,1.0,25.0,20.0,20.0,auto,0.7
5b276c5a1b,8.0,52.0,5.0,47.0,musical_instruments,1.65
ce4819dda4,1.0,46.0,10.0,33.0,luggage_accessories,0.7
8c59dc491e,2.0,30.0,10.0,25.0,bed_bath_table,0.85
f1bad58626,1.0,22.0,3.0,15.0,health_beauty,0.15
119cfca512,3.0,16.0,14.0,15.0,cool_stuff,0.6
710e89a75e,6.0,16.0,2.0,20.0,watches_gifts,0.3
503a975b7f,1.0,45.0,15.0,35.0,bed_bath_table,20.9
42a2bd596f,1.0,44.0,2.0,35.0,bed_bath_table,1.3
483bc1cbab,2.0,32.0,12.0,37.0,fashion_shoes,2.0
770c09cc39,2.0,30.0,25.0,25.0,furniture_decor,1.5
69268ea255,1.0,29.0,3.0,21.0,books_technical,1.3
